no,id,kor,eng,math,total,avg,rank,c_date
487,Janina,88,54,79,221,73.66666667,0,2024-04-01
488,Bari,51,72,74,197,65.66666667,0,2024-04-07
489,Gill,92,51,52,195,65,0,2024-04-02
490,Garreth,78,72,70,220,73.33333333,0,2024-04-01
491,Tressa,83,61,54,198,66,0,2024-04-02
492,Jedd,52,99,76,227,75.66666667,0,2024-04-01
493,Kristal,67,82,56,205,68.33333333,0,2024-04-01
494,Ulises,100,84,85,269,89.66666667,0,2024-04-05
495,Gualterio,73,64,96,233,77.66666667,0,2024-04-09
496,Trueman,55,61,56,172,57.33333333,0,2024-04-02
497,Artus,68,99,80,247,82.33333333,0,2024-04-06
498,Dedie,85,88,75,248,82.66666667,0,2024-04-08
499,Glenden,52,63,63,178,59.33333333,0,2024-04-07
500,Beryle,57,55,51,163,54.33333333,0,2024-04-02
501,Xever,70,93,81,244,81.33333333,0,2024-04-08
502,Zebulen,93,97,88,278,92.66666667,0,2024-04-05
503,Kirsten,83,85,99,267,89,0,2024-04-07
504,Wit,97,90,97,284,94.66666667,0,2024-04-02
505,Olav,75,70,80,225,75,0,2024-04-01
506,Marven,76,79,67,222,74,0,2024-04-05
507,Osbert,68,92,79,239,79.66666667,0,2024-04-05
508,Fionnula,75,70,60,205,68.33333333,0,2024-04-02
509,Rozella,98,64,66,228,76,0,2024-04-09
510,Orrin,72,58,73,203,67.66666667,0,2024-04-03
511,Kristal,65,95,72,232,77.33333333,0,2024-04-05
512,Lynett,92,57,93,242,80.66666667,0,2024-04-06
513,Jacqueline,72,57,74,203,67.66666667,0,2024-04-05
514,Lotta,89,75,71,235,78.33333333,0,2024-04-02
515,Gabriela,62,79,59,200,66.66666667,0,2024-04-03
516,Findlay,66,71,69,206,68.66666667,0,2024-04-04
517,Ronald,53,60,63,176,58.66666667,0,2024-04-04
518,Lezlie,100,60,73,233,77.66666667,0,2024-04-09
519,Tessa,51,93,98,242,80.66666667,0,2024-04-08
520,Etti,64,87,88,239,79.66666667,0,2024-04-09
521,Angil,98,58,70,226,75.33333333,0,2024-04-04
522,Shelby,88,50,66,204,68,0,2024-04-05
523,Mozelle,67,62,96,225,75,0,2024-04-04
524,Gibbie,94,86,76,256,85.33333333,0,2024-04-02
525,Demott,67,54,86,207,69,0,2024-04-05
526,Benedetta,92,54,90,236,78.66666667,0,2024-04-07
527,Margareta,72,98,65,235,78.33333333,0,2024-04-07
528,Barris,91,86,84,261,87,0,2024-04-06
529,Knox,56,97,89,242,80.66666667,0,2024-04-02
530,Rozelle,68,50,86,204,68,0,2024-04-01
531,Dagny,91,77,69,237,79,0,2024-04-02
532,Leah,80,96,58,234,78,0,2024-04-07
533,Port,57,86,84,227,75.66666667,0,2024-04-04
534,Courtney,58,100,84,242,80.66666667,0,2024-04-05
535,Drew,66,85,98,249,83,0,2024-04-03
536,Dian,68,66,74,208,69.33333333,0,2024-04-05
537,Colman,81,83,84,248,82.66666667,0,2024-04-09
538,Dillon,98,77,72,247,82.33333333,0,2024-04-09
539,Chelsy,69,67,61,197,65.66666667,0,2024-04-06
540,Cristionna,73,60,58,191,63.66666667,0,2024-04-04
541,Ian,71,82,64,217,72.33333333,0,2024-04-09
542,Neddie,62,64,82,208,69.33333333,0,2024-04-01
543,Maryrose,87,87,62,236,78.66666667,0,2024-04-09
544,Rufus,89,73,73,235,78.33333333,0,2024-04-03
545,Waldon,63,52,82,197,65.66666667,0,2024-04-01
546,Jordan,92,92,93,277,92.33333333,0,2024-04-08
547,Hunfredo,76,50,75,201,67,0,2024-04-09
548,Nani,60,55,54,169,56.33333333,0,2024-04-02
549,Cloris,99,53,74,226,75.33333333,0,2024-04-06
550,Gerhard,91,79,91,261,87,0,2024-04-08
551,Jedidiah,62,81,72,215,71.66666667,0,2024-04-04
552,Nydia,92,80,98,270,90,0,2024-04-06
553,Elladine,95,95,52,242,80.66666667,0,2024-04-01
554,Eugene,96,88,51,235,78.33333333,0,2024-04-04
555,Sophey,99,100,76,275,91.66666667,0,2024-04-08
556,Haze,99,95,77,271,90.33333333,0,2024-04-07
557,Nyssa,61,52,67,180,60,0,2024-04-06
558,Nevin,71,58,58,187,62.33333333,0,2024-04-09
559,Cele,52,82,75,209,69.66666667,0,2024-04-05
560,Jyoti,74,69,62,205,68.33333333,0,2024-04-06
561,Ana,93,86,81,260,86.66666667,0,2024-04-04
562,Oralee,93,69,73,235,78.33333333,0,2024-04-05
563,Auguste,97,66,86,249,83,0,2024-04-09
564,Johnna,69,58,61,188,62.66666667,0,2024-04-01
565,Norina,92,100,88,280,93.33333333,0,2024-04-07
566,Dylan,70,64,88,222,74,0,2024-04-08
567,Gill,91,64,94,249,83,0,2024-04-01
568,Arline,81,98,67,246,82,0,2024-04-07
569,Arliene,56,58,75,189,63,0,2024-04-06
570,Lian,86,71,88,245,81.66666667,0,2024-04-07
571,Conney,69,74,86,229,76.33333333,0,2024-04-03
572,Leoline,68,73,96,237,79,0,2024-04-04
573,Nero,71,75,58,204,68,0,2024-04-04
574,Phillida,66,53,51,170,56.66666667,0,2024-04-02
575,Baudoin,58,53,93,204,68,0,2024-04-06
576,Mil,71,98,71,240,80,0,2024-04-02
577,Torey,65,88,93,246,82,0,2024-04-07
578,Butch,51,62,60,173,57.66666667,0,2024-04-07
579,Kimberly,94,64,52,210,70,0,2024-04-06
580,Fidole,67,69,58,194,64.66666667,0,2024-04-09
581,Pamelina,58,82,88,228,76,0,2024-04-05
582,Jeramey,78,83,80,241,80.33333333,0,2024-04-02
583,Simonette,62,89,97,248,82.66666667,0,2024-04-08
584,Dimitri,79,65,94,238,79.33333333,0,2024-04-01
585,Masha,80,96,66,242,80.66666667,0,2024-04-07
586,Eleanora,77,63,58,198,66,0,2024-04-08
587,Rhoda,57,79,56,192,64,0,2024-04-04
588,Nicol,88,66,66,220,73.33333333,0,2024-04-06
589,Britt,83,70,61,214,71.33333333,0,2024-04-01
590,Chandler,64,76,91,231,77,0,2024-04-07
591,Chrissy,68,87,60,215,71.66666667,0,2024-04-07
592,Jonis,50,52,75,177,59,0,2024-04-05
593,Albrecht,97,98,57,252,84,0,2024-04-08
594,Fabio,70,98,73,241,80.33333333,0,2024-04-04
595,Skippie,83,56,90,229,76.33333333,0,2024-04-02
596,Evvy,93,52,50,195,65,0,2024-04-09
597,Erasmus,63,50,72,185,61.66666667,0,2024-04-06
598,Percival,57,100,59,216,72,0,2024-04-01
599,Eolande,68,69,58,195,65,0,2024-04-05
600,Elia,52,65,75,192,64,0,2024-04-07
601,Fionna,83,54,56,193,64.33333333,0,2024-04-03
602,Mahala,87,73,75,235,78.33333333,0,2024-04-06
603,Pauline,84,82,79,245,81.66666667,0,2024-04-08
604,Waring,82,91,83,256,85.33333333,0,2024-04-05
605,Pen,52,58,88,198,66,0,2024-04-08
606,Mufinella,64,89,77,230,76.66666667,0,2024-04-09
607,Esmeralda,68,55,63,186,62,0,2024-04-01
608,Shaughn,74,73,72,219,73,0,2024-04-06
609,Rinaldo,50,85,92,227,75.66666667,0,2024-04-06
610,Carny,74,97,80,251,83.66666667,0,2024-04-01
611,Quentin,79,97,78,254,84.66666667,0,2024-04-01
612,Jeromy,51,97,84,232,77.33333333,0,2024-04-08
613,Cly,69,55,53,177,59,0,2024-04-01
614,Ossie,92,74,66,232,77.33333333,0,2024-04-04
615,Una,53,98,71,222,74,0,2024-04-04
616,Petey,66,79,91,236,78.66666667,0,2024-04-06
617,Raphaela,78,99,87,264,88,0,2024-04-07
618,Sim,55,56,84,195,65,0,2024-04-01
619,Marcello,95,99,88,282,94,0,2024-04-07
620,Dulce,97,96,56,249,83,0,2024-04-06
621,Shandee,52,72,55,179,59.66666667,0,2024-04-05
622,Berton,78,74,64,216,72,0,2024-04-05
623,Timmy,93,79,89,261,87,0,2024-04-06
624,Ariela,71,52,90,213,71,0,2024-04-05
625,Storm,50,69,98,217,72.33333333,0,2024-04-05
626,Conrado,97,80,63,240,80,0,2024-04-07
627,Temp,73,75,79,227,75.66666667,0,2024-04-09
628,Neel,85,84,90,259,86.33333333,0,2024-04-07
629,Selby,89,88,99,276,92,0,2024-04-08
630,Jilli,90,81,90,261,87,0,2024-04-02
631,Brnaba,53,53,86,192,64,0,2024-04-07
632,Leroi,71,87,56,214,71.33333333,0,2024-04-09
633,Atlante,67,74,59,200,66.66666667,0,2024-04-03
634,Ulick,93,56,81,230,76.66666667,0,2024-04-04
635,Salem,58,53,66,177,59,0,2024-04-01
636,Kari,90,54,91,235,78.33333333,0,2024-04-06
637,Orlan,81,96,78,255,85,0,2024-04-06
638,Adriena,50,91,64,205,68.33333333,0,2024-04-04
639,Ritchie,54,59,99,212,70.66666667,0,2024-04-09
640,Melodie,63,100,85,248,82.66666667,0,2024-04-02
641,Leeanne,84,84,85,253,84.33333333,0,2024-04-01
642,Gigi,77,90,65,232,77.33333333,0,2024-04-07
643,Merle,65,63,76,204,68,0,2024-04-04
644,Anson,78,50,83,211,70.33333333,0,2024-04-02
645,Wells,73,65,84,222,74,0,2024-04-05
646,Goldarina,80,80,63,223,74.33333333,0,2024-04-05
647,Calli,87,72,56,215,71.66666667,0,2024-04-04
648,Christopher,83,84,83,250,83.33333333,0,2024-04-01
649,Mira,100,78,80,258,86,0,2024-04-08
650,Lorie,53,70,86,209,69.66666667,0,2024-04-07
651,Silvio,78,97,60,235,78.33333333,0,2024-04-09
652,Cloris,60,65,84,209,69.66666667,0,2024-04-07
653,Tim,89,84,57,230,76.66666667,0,2024-04-07
654,Tymon,69,74,93,236,78.66666667,0,2024-04-06
655,Shaine,75,60,57,192,64,0,2024-04-03
656,Rina,74,61,86,221,73.66666667,0,2024-04-05
657,Buddie,58,92,60,210,70,0,2024-04-03
658,Edee,84,62,90,236,78.66666667,0,2024-04-08
659,Madlen,80,68,60,208,69.33333333,0,2024-04-01
660,Harriott,91,56,54,201,67,0,2024-04-04
661,Delaney,91,94,67,252,84,0,2024-04-03
662,Chanda,82,69,91,242,80.66666667,0,2024-04-04
663,Em,63,95,73,231,77,0,2024-04-05
664,Anita,97,85,83,265,88.33333333,0,2024-04-03
665,Cherianne,94,67,84,245,81.66666667,0,2024-04-08
666,Nickola,92,79,74,245,81.66666667,0,2024-04-01
667,Beverley,60,99,100,259,86.33333333,0,2024-04-06
668,Emmit,71,63,54,188,62.66666667,0,2024-04-06
669,Tracy,58,84,69,211,70.33333333,0,2024-04-01
670,King,53,76,60,189,63,0,2024-04-07
671,Nicoline,72,92,72,236,78.66666667,0,2024-04-03
672,Bronny,56,72,66,194,64.66666667,0,2024-04-08
673,Brenn,83,90,59,232,77.33333333,0,2024-04-04
674,Gunilla,63,92,99,254,84.66666667,0,2024-04-05
675,Wendye,67,53,95,215,71.66666667,0,2024-04-03
676,Arnie,94,68,70,232,77.33333333,0,2024-04-02
677,Jo,50,54,81,185,61.66666667,0,2024-04-04
678,Chris,80,76,93,249,83,0,2024-04-04
679,Omero,80,91,76,247,82.33333333,0,2024-04-05
680,Prent,85,71,87,243,81,0,2024-04-02
681,Feodor,64,83,72,219,73,0,2024-04-07
682,Richardo,57,86,73,216,72,0,2024-04-06
683,Traver,74,53,99,226,75.33333333,0,2024-04-03
684,Goldi,59,69,85,213,71,0,2024-04-03
685,Shanan,53,57,58,168,56,0,2024-04-04
686,Nicolis,92,81,89,262,87.33333333,0,2024-04-07
687,Aurlie,91,73,98,262,87.33333333,0,2024-04-08
688,Gilemette,66,61,86,213,71,0,2024-04-08
689,Carlyle,81,79,51,211,70.33333333,0,2024-04-06
690,Audy,72,65,82,219,73,0,2024-04-04
691,Theodora,88,96,96,280,93.33333333,0,2024-04-06
692,Petra,55,62,92,209,69.66666667,0,2024-04-04
693,Anet,67,83,79,229,76.33333333,0,2024-04-02
694,Arabella,66,62,93,221,73.66666667,0,2024-04-05
695,Rosa,85,58,87,230,76.66666667,0,2024-04-01
696,Jervis,79,57,64,200,66.66666667,0,2024-04-09
697,Kimmy,83,89,65,237,79,0,2024-04-03
698,Jada,81,98,93,272,90.66666667,0,2024-04-05
699,Jimmie,50,88,94,232,77.33333333,0,2024-04-05
700,Bea,58,60,64,182,60.66666667,0,2024-04-07
701,Law,58,74,83,215,71.66666667,0,2024-04-06
702,Hannah,99,62,69,230,76.66666667,0,2024-04-06
703,Gillan,57,89,61,207,69,0,2024-04-09
704,Rafe,52,89,91,232,77.33333333,0,2024-04-06
705,Waring,95,61,68,224,74.66666667,0,2024-04-09
706,Godard,80,76,91,247,82.33333333,0,2024-04-08
707,Elsie,69,92,88,249,83,0,2024-04-06
708,Bearnard,94,75,89,258,86,0,2024-04-09
709,Liz,81,54,76,211,70.33333333,0,2024-04-08
710,Ajay,80,51,52,183,61,0,2024-04-02
711,Selina,84,63,95,242,80.66666667,0,2024-04-07
712,Shaina,72,67,96,235,78.33333333,0,2024-04-04
713,Morgun,78,93,64,235,78.33333333,0,2024-04-09
714,Corny,79,73,73,225,75,0,2024-04-06
715,Ado,99,57,83,239,79.66666667,0,2024-04-06
716,Leticia,84,73,71,228,76,0,2024-04-07
717,Adah,80,67,60,207,69,0,2024-04-08
718,Roland,83,73,100,256,85.33333333,0,2024-04-04
719,Petronilla,67,65,77,209,69.66666667,0,2024-04-06
720,Yvon,53,71,51,175,58.33333333,0,2024-04-05
721,Millard,52,93,80,225,75,0,2024-04-04
722,Kimble,86,92,58,236,78.66666667,0,2024-04-09
723,Myrna,98,80,94,272,90.66666667,0,2024-04-01
724,Katerine,78,66,72,216,72,0,2024-04-05
725,Finley,61,52,90,203,67.66666667,0,2024-04-08
726,Jasper,88,95,71,254,84.66666667,0,2024-04-05
727,Haskell,65,63,78,206,68.66666667,0,2024-04-05
728,Nelie,77,71,58,206,68.66666667,0,2024-04-06
729,Almeda,96,52,73,221,73.66666667,0,2024-04-04
730,Clemmie,82,78,75,235,78.33333333,0,2024-04-01
731,Berky,64,100,53,217,72.33333333,0,2024-04-08
732,Elizabet,96,59,97,252,84,0,2024-04-04
733,Heddi,60,54,71,185,61.66666667,0,2024-04-06
734,Trixie,79,64,81,224,74.66666667,0,2024-04-04
735,Ferrel,100,100,85,285,95,0,2024-04-03
736,Aridatha,94,89,71,254,84.66666667,0,2024-04-06
737,Phil,59,84,63,206,68.66666667,0,2024-04-09
738,Carr,98,58,100,256,85.33333333,0,2024-04-07
739,Rollins,54,100,92,246,82,0,2024-04-08
740,Neill,61,89,64,214,71.33333333,0,2024-04-04
741,Giffer,70,64,56,190,63.33333333,0,2024-04-08
742,Willy,75,71,51,197,65.66666667,0,2024-04-03
743,Saudra,80,74,53,207,69,0,2024-04-07
744,Candace,86,60,52,198,66,0,2024-04-04
745,Anica,98,70,72,240,80,0,2024-04-05
746,Germain,66,83,96,245,81.66666667,0,2024-04-07
747,Denice,100,56,93,249,83,0,2024-04-03
748,Crystie,91,65,62,218,72.66666667,0,2024-04-03
749,Felicity,83,79,94,256,85.33333333,0,2024-04-07
750,Cash,71,54,95,220,73.33333333,0,2024-04-05
751,Kali,52,85,61,198,66,0,2024-04-05
752,Maybelle,88,83,62,233,77.66666667,0,2024-04-07
753,Cordie,80,92,74,246,82,0,2024-04-03
754,Christyna,57,53,90,200,66.66666667,0,2024-04-08
755,Etheline,76,50,91,217,72.33333333,0,2024-04-05
756,Ambrosius,75,84,65,224,74.66666667,0,2024-04-07
757,Ronny,69,79,61,209,69.66666667,0,2024-04-09
758,Kippie,64,88,50,202,67.33333333,0,2024-04-02
759,Dall,57,57,99,213,71,0,2024-04-09
760,Grover,65,92,98,255,85,0,2024-04-04
761,Clari,59,95,94,248,82.66666667,0,2024-04-09
762,Elyse,58,69,75,202,67.33333333,0,2024-04-04
763,Gwennie,80,76,51,207,69,0,2024-04-08
764,Adella,100,62,52,214,71.33333333,0,2024-04-08
765,Jaimie,50,62,77,189,63,0,2024-04-03
766,Shell,52,61,86,199,66.33333333,0,2024-04-09
767,Joann,60,74,86,220,73.33333333,0,2024-04-01
768,Charmian,92,70,76,238,79.33333333,0,2024-04-05
769,Andrus,82,88,80,250,83.33333333,0,2024-04-07
770,Amberly,54,91,73,218,72.66666667,0,2024-04-02
771,Marena,58,62,87,207,69,0,2024-04-08
772,Sallie,74,82,88,244,81.33333333,0,2024-04-05
773,Tracee,78,72,75,225,75,0,2024-04-05
774,Dreddy,66,76,82,224,74.66666667,0,2024-04-04
775,Wendye,69,99,75,243,81,0,2024-04-06
776,Traci,99,57,70,226,75.33333333,0,2024-04-03
777,Riordan,55,54,60,169,56.33333333,0,2024-04-03
778,Noreen,91,78,89,258,86,0,2024-04-08
779,Demetris,87,67,69,223,74.33333333,0,2024-04-09
780,Genevieve,84,88,60,232,77.33333333,0,2024-04-04
781,Morganica,90,58,81,229,76.33333333,0,2024-04-09
782,Savina,71,65,54,190,63.33333333,0,2024-04-02
783,Pat,52,78,56,186,62,0,2024-04-03
784,Jamesy,70,66,82,218,72.66666667,0,2024-04-05
785,Tannie,76,66,72,214,71.33333333,0,2024-04-04
786,Karleen,81,87,74,242,80.66666667,0,2024-04-06
787,Clarine,56,85,61,202,67.33333333,0,2024-04-08
788,Ranee,66,94,83,243,81,0,2024-04-07
789,Dale,77,57,61,195,65,0,2024-04-07
790,Durante,82,57,71,210,70,0,2024-04-01
791,Orland,62,72,66,200,66.66666667,0,2024-04-02
792,Caressa,51,55,69,175,58.33333333,0,2024-04-05
793,Jordana,59,62,64,185,61.66666667,0,2024-04-01
794,Juanita,82,81,61,224,74.66666667,0,2024-04-03
795,Dorene,53,68,68,189,63,0,2024-04-04
796,Dania,97,88,95,280,93.33333333,0,2024-04-08
797,Aile,75,89,77,241,80.33333333,0,2024-04-07
798,Neala,83,91,60,234,78,0,2024-04-09
799,Consolata,96,69,100,265,88.33333333,0,2024-04-02
800,Dolorita,64,58,69,191,63.66666667,0,2024-04-03
801,Nessa,87,65,76,228,76,0,2024-04-03
802,Ulrike,54,77,91,222,74,0,2024-04-09
803,Marlo,74,98,98,270,90,0,2024-04-06
804,Orran,61,94,53,208,69.33333333,0,2024-04-08
805,Mathilda,71,53,67,191,63.66666667,0,2024-04-02
806,Charlean,80,74,69,223,74.33333333,0,2024-04-05
807,Carlen,52,93,67,212,70.66666667,0,2024-04-08
808,Aubrey,75,97,70,242,80.66666667,0,2024-04-05
809,Estrellita,97,77,80,254,84.66666667,0,2024-04-05
810,Emalee,100,50,59,209,69.66666667,0,2024-04-08
811,Patrizia,86,76,57,219,73,0,2024-04-09
812,Penny,75,75,80,230,76.66666667,0,2024-04-03
813,Francesco,86,69,91,246,82,0,2024-04-02
814,Shir,96,98,61,255,85,0,2024-04-09
815,Josey,50,62,78,190,63.33333333,0,2024-04-03
816,Wade,65,70,83,218,72.66666667,0,2024-04-09
817,Reggie,71,69,94,234,78,0,2024-04-06
818,Wes,71,66,96,233,77.66666667,0,2024-04-05
819,Leanor,51,93,65,209,69.66666667,0,2024-04-02
820,Gisele,82,70,78,230,76.66666667,0,2024-04-03
821,Madelena,61,82,95,238,79.33333333,0,2024-04-04
822,Tedmund,73,67,72,212,70.66666667,0,2024-04-04
823,Katrinka,69,70,78,217,72.33333333,0,2024-04-06
824,Scotti,87,91,62,240,80,0,2024-04-06
825,Herb,66,85,73,224,74.66666667,0,2024-04-09
826,Darb,57,56,52,165,55,0,2024-04-06
827,Ruperto,86,63,52,201,67,0,2024-04-02
828,Dodie,50,73,68,191,63.66666667,0,2024-04-09
829,Lorrie,53,73,96,222,74,0,2024-04-08
830,Pamela,66,62,79,207,69,0,2024-04-04
831,Sharl,85,77,63,225,75,0,2024-04-03
832,Vinnie,62,54,62,178,59.33333333,0,2024-04-03
833,Alano,54,73,54,181,60.33333333,0,2024-04-07
834,Darda,77,92,64,233,77.66666667,0,2024-04-08
835,Natasha,80,96,92,268,89.33333333,0,2024-04-01
836,Egor,78,57,84,219,73,0,2024-04-04
837,Stanleigh,70,80,51,201,67,0,2024-04-02
838,Derby,74,56,88,218,72.66666667,0,2024-04-08
839,Arielle,62,87,86,235,78.33333333,0,2024-04-06
840,Sharron,97,51,80,228,76,0,2024-04-06
841,Keefe,95,96,96,287,95.66666667,0,2024-04-08
842,Care,63,86,73,222,74,0,2024-04-04
843,Pietra,92,86,60,238,79.33333333,0,2024-04-04
844,Erasmus,84,94,76,254,84.66666667,0,2024-04-06
845,Westley,56,73,58,187,62.33333333,0,2024-04-03
846,Corine,93,98,92,283,94.33333333,0,2024-04-05
847,Ike,94,79,73,246,82,0,2024-04-01
848,Meridel,51,76,50,177,59,0,2024-04-05
849,Gail,78,59,70,207,69,0,2024-04-05
850,Lynde,99,57,84,240,80,0,2024-04-08
851,Barrett,53,83,80,216,72,0,2024-04-02
852,Monah,94,59,53,206,68.66666667,0,2024-04-05
853,Janifer,67,76,65,208,69.33333333,0,2024-04-09
854,Wilbert,95,58,100,253,84.33333333,0,2024-04-02
855,Avril,69,98,66,233,77.66666667,0,2024-04-01
856,Kipp,89,99,89,277,92.33333333,0,2024-04-05
857,Alvis,53,52,69,174,58,0,2024-04-06
858,Bary,74,64,92,230,76.66666667,0,2024-04-04
859,Letizia,61,54,92,207,69,0,2024-04-09
860,Julia,83,66,64,213,71,0,2024-04-04
861,Worden,53,77,87,217,72.33333333,0,2024-04-04
862,Nanny,88,93,52,233,77.66666667,0,2024-04-09
863,Cherilynn,58,93,77,228,76,0,2024-04-08
864,Idalia,99,88,95,282,94,0,2024-04-02
865,Mack,64,90,66,220,73.33333333,0,2024-04-04
866,Winthrop,67,54,71,192,64,0,2024-04-05
867,Jaye,51,57,96,204,68,0,2024-04-09
868,Guthry,68,95,50,213,71,0,2024-04-04
869,Erich,96,77,65,238,79.33333333,0,2024-04-04
870,Ashleigh,82,75,58,215,71.66666667,0,2024-04-01
871,Chrysa,74,53,62,189,63,0,2024-04-01
872,Edvard,86,66,88,240,80,0,2024-04-09
873,Veda,56,97,65,218,72.66666667,0,2024-04-03
874,Andriana,83,82,62,227,75.66666667,0,2024-04-06
875,Hy,82,93,96,271,90.33333333,0,2024-04-02
876,Kalle,73,62,95,230,76.66666667,0,2024-04-04
877,Branden,85,70,60,215,71.66666667,0,2024-04-09
878,Manda,93,53,93,239,79.66666667,0,2024-04-09
879,Muire,66,77,89,232,77.33333333,0,2024-04-08
880,Pearline,81,90,84,255,85,0,2024-04-06
881,Evangelin,77,84,75,236,78.66666667,0,2024-04-03
882,Jessalin,72,80,88,240,80,0,2024-04-07
883,Cornela,54,87,88,229,76.33333333,0,2024-04-08
884,Arnie,62,56,72,190,63.33333333,0,2024-04-08
885,Shelley,71,81,88,240,80,0,2024-04-07
886,Monique,66,54,84,204,68,0,2024-04-07
887,Hillel,83,97,56,236,78.66666667,0,2024-04-09
888,Dermot,77,98,72,247,82.33333333,0,2024-04-08
889,Maddy,98,98,53,249,83,0,2024-04-01
890,Cindie,82,67,79,228,76,0,2024-04-03
891,Justen,98,52,76,226,75.33333333,0,2024-04-04
892,Sanderson,72,92,92,256,85.33333333,0,2024-04-02
893,Adam,81,74,64,219,73,0,2024-04-06
894,Melosa,68,80,86,234,78,0,2024-04-06
895,Paulo,98,73,92,263,87.66666667,0,2024-04-06
896,Thaxter,84,67,81,232,77.33333333,0,2024-04-04
897,Virgilio,80,66,85,231,77,0,2024-04-05
898,Ravi,55,75,99,229,76.33333333,0,2024-04-05
899,Reggis,96,58,93,247,82.33333333,0,2024-04-03
900,Marcus,87,98,99,284,94.66666667,0,2024-04-08
901,Lay,50,97,99,246,82,0,2024-04-03
902,Fremont,59,100,54,213,71,0,2024-04-06
903,Evelina,66,84,81,231,77,0,2024-04-04
904,Vallie,85,84,70,239,79.66666667,0,2024-04-07
905,Delora,84,97,85,266,88.66666667,0,2024-04-09
906,Maddie,58,75,51,184,61.33333333,0,2024-04-02
907,Jan,61,70,80,211,70.33333333,0,2024-04-02
908,Florida,80,77,98,255,85,0,2024-04-08
909,Coleman,100,90,97,287,95.66666667,0,2024-04-08
910,Yves,93,91,76,260,86.66666667,0,2024-04-05
911,Drucie,51,50,91,192,64,0,2024-04-06
912,Alana,60,90,59,209,69.66666667,0,2024-04-07
913,Gerrilee,96,83,95,274,91.33333333,0,2024-04-04
914,Rosa,82,76,74,232,77.33333333,0,2024-04-01
915,Eward,73,51,54,178,59.33333333,0,2024-04-07
916,Manya,100,89,76,265,88.33333333,0,2024-04-03
917,Jane,83,99,92,274,91.33333333,0,2024-04-06
918,Tobe,52,87,69,208,69.33333333,0,2024-04-09
919,Freeman,57,77,84,218,72.66666667,0,2024-04-01
920,Gabbey,58,54,80,192,64,0,2024-04-09
921,Jessika,67,56,70,193,64.33333333,0,2024-04-06
922,Orson,79,63,100,242,80.66666667,0,2024-04-08
923,Renee,53,61,70,184,61.33333333,0,2024-04-08
924,Hayden,63,74,61,198,66,0,2024-04-04
925,Chickie,92,85,93,270,90,0,2024-04-02
926,Kliment,64,64,70,198,66,0,2024-04-07
927,Alexandre,62,81,74,217,72.33333333,0,2024-04-03
928,Anabella,74,62,78,214,71.33333333,0,2024-04-04
929,Robers,79,86,61,226,75.33333333,0,2024-04-06
930,Court,74,67,68,209,69.66666667,0,2024-04-09
931,Nanine,98,65,75,238,79.33333333,0,2024-04-02
932,Selestina,57,96,95,248,82.66666667,0,2024-04-06
933,Kirsti,53,99,95,247,82.33333333,0,2024-04-07
934,Hayward,92,68,61,221,73.66666667,0,2024-04-02
935,Hermie,76,58,81,215,71.66666667,0,2024-04-05
936,Meris,98,68,65,231,77,0,2024-04-06
937,Judy,86,93,51,230,76.66666667,0,2024-04-09
938,Marsha,80,97,51,228,76,0,2024-04-03
939,Agnese,66,73,77,216,72,0,2024-04-01
940,Aurelea,81,57,71,209,69.66666667,0,2024-04-07
941,Gerty,89,56,96,241,80.33333333,0,2024-04-08
942,Maribelle,62,73,53,188,62.66666667,0,2024-04-06
943,Elissa,75,78,89,242,80.66666667,0,2024-04-04
944,Marlane,89,99,73,261,87,0,2024-04-09
945,Saree,75,93,79,247,82.33333333,0,2024-04-05
946,Torrance,62,69,87,218,72.66666667,0,2024-04-05
947,Cesya,92,96,76,264,88,0,2024-04-08
948,Windham,100,67,71,238,79.33333333,0,2024-04-04
949,Irena,100,97,57,254,84.66666667,0,2024-04-08
950,Nance,91,69,87,247,82.33333333,0,2024-04-08
951,Lin,97,100,73,270,90,0,2024-04-04
952,Thebault,79,62,66,207,69,0,2024-04-02
953,Gerick,96,92,62,250,83.33333333,0,2024-04-07
954,Raff,64,92,91,247,82.33333333,0,2024-04-05
955,Barb,52,66,78,196,65.33333333,0,2024-04-08
956,Morty,92,78,80,250,83.33333333,0,2024-04-04
957,Kristofer,55,73,63,191,63.66666667,0,2024-04-09
958,Elsey,91,91,73,255,85,0,2024-04-07
959,Jacenta,86,79,75,240,80,0,2024-04-01
960,Hastings,62,76,85,223,74.33333333,0,2024-04-08
961,Lambert,75,85,65,225,75,0,2024-04-04
962,Jared,54,88,72,214,71.33333333,0,2024-04-03
963,Koren,60,85,81,226,75.33333333,0,2024-04-03
964,Ranee,94,69,51,214,71.33333333,0,2024-04-04
965,Maxi,86,56,77,219,73,0,2024-04-02
966,Ash,70,80,61,211,70.33333333,0,2024-04-04
967,Elvira,67,54,75,196,65.33333333,0,2024-04-02
968,Nadia,79,51,52,182,60.66666667,0,2024-04-09
969,Corrinne,77,58,52,187,62.33333333,0,2024-04-09
970,Arel,67,94,91,252,84,0,2024-04-07
971,Liuka,54,76,54,184,61.33333333,0,2024-04-08
972,Lucille,75,57,95,227,75.66666667,0,2024-04-06
973,Shelton,89,67,85,241,80.33333333,0,2024-04-05
974,Karly,92,71,96,259,86.33333333,0,2024-04-04
975,Eddie,57,86,73,216,72,0,2024-04-01
976,Felipe,99,84,74,257,85.66666667,0,2024-04-08
977,Trstram,74,80,80,234,78,0,2024-04-09
